i,b,g,u,e,p,f,d,c,n
384663,"Ahold USA, Inc.",688267146381,g,80.0,8.0,0.0,0.7,12.67,"GIANT, GREEK NONFAT YOGURT, BLUEBERRY"
384664,"Ahold Usa, Inc.",688267146145,g,67.0,8.0,0.0,0.7,9.33,GREEK NONFAT YOGURT
384665,"Ahold USA, Inc.",688267146428,g,87.0,8.0,0.0,0.7,14.0,"GIANT, GREEK NONFAT YOGURT, APPLE, CINNAMON"
384666,"Ahold USA, Inc.",688267146312,g,80.0,9.33,0.0,0.7,12.0,GREEK NONFAT YOGURT
384667,"Ahold Usa, Inc.",688267146138,g,67.0,8.0,0.0,0.7,9.33,GREEK NONFAT YOGURT
384668,"Ahold USA, Inc.",688267146398,g,80.0,8.0,0.0,0.7,12.67,"AHOLD, GREEK NONFAT YOGURT, BLACK CHERRY"
384669,"Ahold USA, Inc.",688267146350,g,53.0,10.0,0.0,0.7,4.0,"GAINT, GREEK NON FAT YOGURT, PLAIN"
384670,"Ahold USA, Inc.",688267146435,g,80.0,8.67,0.0,0.7,12.0,GREEK NONFAT YOGURT
384671,"Ahold Usa, Inc.",688267146121,g,67.0,8.0,0.0,0.7,10.0,GREEK NON FAT YOGURT
384672,"Ahold USA, Inc.",688267146343,g,73.0,8.67,0.0,0.7,10.0,"GIANT, GREEK NONFAT YOGURT, VENILLA"
384674,"Ahold USA, Inc.",688267146404,g,80.0,8.0,0.0,0.7,12.67,"GIANT, GREEK NONFAT YOGURT, STRAWBERRY BANANA"
384675,"Ahold USA, Inc.",688267146442,g,80.0,8.0,0.0,0.7,12.67,"GIANT, GREEK NONFAT YOGURT, POMEGRANATE"
384676,"Ahold USA, Inc.",688267146336,g,87.0,8.0,0.0,0.7,14.0,"GIANT, GREEK NONFAT YOGURT, PINEAPPLE"
384677,"Ahold Usa, Inc.",688267146367,g,73.0,8.0,0.0,0.7,10.67,GREEK NONFAT YOGURT
384678,"Ahold USA, Inc.",688267146329,g,87.0,8.0,0.0,0.7,13.33,GREEK NONFAT YOGURT RASPBERRY FRUIT ON THE BOTTOM
384679,"Ahold USA, Inc.",688267146374,g,87.0,8.0,0.0,0.7,14.67,"GIANT, GREEK NONFAT YOGURT, STRAWBERRY"
384680,"Ahold USA, Inc.",688267146411,g,87.0,8.0,0.0,0.7,14.0,"GIANT, GREEK NONFAT YOGURT, MANGO"
384681,"Ventura Foods, L.L.C.",071840202107,g,379.0,3.45,37.93,0.0,6.9,VINAIGRETTE
384682,Ghirardelli Chocolate Company,747599620065,g,333.0,4.17,4.17,4.2,87.5,PREMIUM HOT COCOA
384684, NO MANUFACTURER,492311600930,g,400.0,3.33,6.67,6.7,86.67,HAZELNUT HOT COCOA
384685, NO MANUFACTURER,492311600923,g,400.0,6.67,11.67,10.0,76.67,DARK CHOCOLATE WITH CINNAMON HOT COCOA
384686,GLUTINO,678523038598,g,484.0,9.68,19.35,6.5,67.74,"GLUTINO, GLUTEN FREE SNACK CRACKERS, SEA SALT"
384687,Brownie Brittle LLC,711747012248,g,429.0,3.57,14.29,3.6,75.0,BROWNIE
384688,TATE'S BAKE SHOP,810291001095,g,464.0,3.57,16.07,0.0,75.0,GLUTEN FREE GINGER ZINGER COOKIES
384689,Chiodini Family Enterprises Inc.,758669678985,g,433.0,0.0,46.67,0.0,0.0,SUGAR-FREE SWEET ITALIAN MARINADE
384690,Star Markets Co.,711535508854,g,500.0,3.57,25.0,3.6,53.57,"WILD HARVEST, CORN TORTILLA CHIPS"
384691,Mission Foods Inc,073731081068,g,500.0,7.14,21.43,3.6,67.86,"MISSION, RESTAURANT STYLE TORTILLA STRIPS"
384692,TATE'S BAKE SHOP,810291001088,g,500.0,3.57,25.0,3.6,67.86,GLUTEN FREE CHOCOLATE CHIP COOKIES
384693,WALKERS,039047001152,g,526.0,5.26,31.58,0.0,57.89,PUTRE BUTTER SHORTBREAD
384694,Brownie Brittle LLC,711747016215,g,429.0,3.57,14.29,3.6,75.0,"BROWNIE BRITTLE, CHOCOLATE CHIP"
384696,Star Markets Co.,711535507192,g,500.0,3.57,25.0,3.6,67.86,"WILD HARVEST, ORGANIC CHOCOLATE SANDWICH COOKIES"
384697,SBD Holdings Group Corp.,855919003709,g,357.0,21.43,14.29,21.4,50.0,SNACK BARS
384698,Star Markets Co.,711535507185,g,433.0,6.67,15.0,3.3,73.33,ORGANIC CHOCOLATE GRAHAM BEAR COOKIES
384699,Star Markets Co.,711535507222,g,500.0,3.33,26.67,0.0,63.33,"WILD HARVEST, ORGANIC SUGAR COOKIES"
384700,Wehah Farm Inc,073416000452,g,357.0,7.14,3.57,7.1,82.14,ORGANIC BROWN RICE PUFFED GRAIN CAKES
384701,Star Markets Co.,711535507208,g,500.0,3.57,21.43,0.0,71.43,"WILD HARVEST, ORGANIC SANDWICH COOKIES, VANILLA"
384702,Dad's Cookie Co.,609883110013,g,471.0,5.88,17.65,5.9,76.47,DADS'S ORIGINAL SCOTCH OATMEAL COOKIES
384703,Gladstone Food Products Co.,072134555701,g,530.0,0.0,30.3,0.0,60.61,12 TACO SHELLS
384704,Star Markets Co.,711535507246,g,500.0,3.33,26.67,3.3,63.33,"WILD HARVEST, DOUBLE CHOCOLATE CHIP COOKIES"
384705,Star Markets Co.,711535507239,g,467.0,6.67,23.33,3.3,66.67,ORGANIC OATMEAL COOKIES
384706,Star Markets Co.,711535500490,g,467.0,6.67,13.33,3.3,73.33,"WILD HARVEST, ORGANIC ANIMAL COOKIES"
384707,Brownie Brittle LLC,711747012385,g,429.0,3.57,17.86,3.6,71.43,BROWNIE BRITTLE
384708,Ab Annas Pepparkakor,054358016268,g,481.0,7.41,22.22,3.7,66.67,SWEDISH THINS ALMOND
384709,IMO'S PIZZA,047861102436,g,467.0,0.0,43.33,0.0,16.67,IMO'S SALAD DRESSING AND MARINADE
384710,Star Markets Co.,711535507277,g,433.0,3.33,13.33,0.0,76.67,"WILD HARVEST, ORGANIC WAFERS, VANILLA"
384711,"Supervalu, Inc.",041303011331,g,419.0,6.45,11.29,3.2,77.42,GRAHAM CRACKERS
384712,Star Markets Co.,711535508045,g,429.0,7.14,12.5,3.6,75.0,"WILD HARVEST, POPPED CRISPS, BBQ FLAVORED"
384713,Wehah Farm Inc,073416000230,g,316.0,5.26,2.63,5.3,73.68,BROWN RICE CAKES
384714,Bahlsen Inc.,070569210400,g,552.0,6.9,24.14,3.4,62.07,DARK WAFFELETTEN
384715,Star Markets Co.,711535508038,g,464.0,7.14,14.29,3.6,75.0,POPPED CRISPS
384716,"Dierberg's Markets, Inc.",023933001043,g,536.0,7.14,25.0,7.1,64.29,YELLOW ROUND TORTILLA CHIPS
384717,Wehah Farm Inc,073416000216,g,316.0,5.26,2.63,5.3,73.68,WHOLE GRAIN BROWN RICE CAKES
384718,Brownie Brittle LLC,711747012446,g,429.0,3.57,14.29,3.6,75.0,TOFFEE CRUNCH
384719,D. F. Stauffer Biscuit Co. Inc,072320114125,g,400.0,6.67,6.67,3.3,83.33,ORIGINAL ANIMAL CRACKERS
384720,The Kroger Co.,011110837813,g,25.0,2.5,0.0,1.7,3.33,SLICED MUSHROOMS
384721,The Kroger Co.,011110828408,g,25.0,2.5,0.0,1.7,3.33,MUSHROOMS PIECES & STEMS
384722,The Kroger Co.,011110801203,g,15.0,1.54,0.0,0.8,2.31,EXTRA LONG ASPARAGUS SPEARS
384723,The Kroger Co.,011110801265,g,17.0,1.67,0.0,0.8,2.5,CUT ASPARAGUS SPEARS
384724,The Kroger Co.,011110805157,g,33.0,0.83,0.0,0.8,6.67,SHOESTRING BEETS
384725,Walkers Shortbread Ltd.,039047018044,g,542.0,4.17,29.17,4.2,58.33,PURE BUTTER SHORTBREAD CHOCOLATE SCOTTIE DOGS
384726,TATE'S BAKE SHOP,810291001002,g,500.0,7.14,25.0,3.6,64.29,CHOCOLATE CHIP COOKIES
384727,The Kroger Co.,011110829733,g,36.0,0.8,0.0,1.6,7.2,MIXED VEGETABLES
384728,The Kroger Co.,011110814661,g,88.0,0.0,0.0,0.6,21.25,CUT YAMS SWEET POTATOES IN SYRUP
384729,The Kroger Co.,011110829948,g,17.0,0.83,0.0,1.7,3.33,"KROGER, PSST..., FRENCH STYLE GREEN BEANS"
384730,The Kroger Co.,011110805218,g,33.0,0.83,0.0,0.8,6.67,SLICED BEETS
384731,"Supervalu, Inc.",041303011348,g,419.0,6.45,9.68,3.2,77.42,HONEY GRAHAM CRACKERS
384732,SYLVIA'S,608623000348,g,30.0,0.85,1.27,2.5,5.93,SPECIALLY-SEASONED COLLARD GREENS
384733,TATE'S BAKE SHOP,810291001040,g,500.0,7.14,25.0,7.1,64.29,WHOLE WHEAT DARK CHOCOLATE COOKIES
384734,The Kroger Co.,011110837769,g,25.0,2.5,0.0,1.7,3.33,MUSHROOMS PIECES & STEMS
384735,Mission Foods Inc,073731083109,g,500.0,7.14,21.43,3.6,67.86,FIESTA SIZE TORTILLA ROUNDS
384736,ZIA'S,018959753052,g,433.0,0.0,46.67,0.0,0.0,SUGAR FREE SWEET ITALIAN DRESSING
384737,Chiodini Family Enterprises Inc.,758669678916,g,133.0,0.0,0.0,3.3,33.33,FAT FREE SWEET ITALIAN
384738,SBD Holdings Group Corp.,855919003341,g,357.0,21.43,14.29,21.4,53.57,SNACK BARS
384739,"Tate's Bake Shop, Inc.",810291001019,g,536.0,7.14,32.14,0.0,57.14,WHITE CHOCOLATE MACADAMIA NUT COOKIES
384740,Chiodini Family Enterprises Inc.,758669678909,g,500.0,0.0,46.67,0.0,20.0,SWEET ITALIAN OIL & VINEGAR
384741,Gladstone Food Products Co.,072134555534,g,222.0,0.0,0.0,0.0,66.67,TACO SEASONING
384742,Hormel Foods Corporation,037600328456,g,357.0,2.38,1.19,0.0,85.71,SWEET CORN CAKE MIX
384743,Star Markets Co.,711535506959,g,100.0,6.15,0.77,4.6,16.92,ORGANIC REFRIED BLACK BEANS
384744,WALKERS,039047001404,g,545.0,6.06,30.3,3.0,60.61,PURE BUTTER SHORTBREAD ROUNDS
384745,Ab Annas Pepparkakor,054358018262,g,481.0,3.7,18.52,0.0,70.37,SWEDISH THINS
384746,Star Markets Co.,711535508779,g,536.0,7.14,28.57,3.6,64.29,"WILD HARVEST, ORGANIC CORN AND SWEET POTATO TORTILLA CHIPS"
384747,Mission Foods Inc,073731081037,g,500.0,7.14,21.43,3.6,67.86,AUTHENTIC MEXICAN TORTILLA CHIPS
384749,Target Stores,085239118948,g,208.0,29.17,10.42,0.0,4.17,STRING CHEESE
384750,Target Stores,085239117149,g,381.0,23.81,33.33,0.0,0.0,MILD CHEDDAR CHEESE BARS
384751,Target Stores,085239117132,g,381.0,23.81,33.33,0.0,0.0,COLBY JACK CHEESE BARS
384752,Target Stores,085239116616,g,286.0,21.43,21.43,0.0,3.57,STRING CHEESE
384753,Target Stores,085239012352,g,357.0,21.43,28.57,3.6,3.57,BLUE CHEESE CRUMBLES
384754,Target Stores,085239113011,g,400.0,20.0,30.0,0.0,0.0,HAVARTI DELI SLICED CHEESE
384755,Tillamook County Creamery Association,072830001748,g,429.0,23.81,33.33,0.0,0.0,"TILLAMOOK, MEDIUM CHEDDAR CHEESE"
384757,Target Stores,085239117125,g,393.0,25.0,32.14,0.0,3.57,MILD CHEDDAR CHEESE STICKS
384758,Target Stores,085239117668,g,368.0,26.32,31.58,0.0,5.26,HABANERO MONTEREY JACK DELI SLICED CHEESE
384759,Target Stores,085239118320,g,316.0,26.32,21.05,0.0,0.0,COLBY JACK DELI SLICED CHEESE
384760,Cacique Inc.,074562001201,g,321.0,25.0,25.0,0.0,0.0,PART SKIM MILK CHEESE
384762,Target Stores,085239117118,g,393.0,25.0,32.14,0.0,3.57,COLBY JACK CHEESE STICKS
384763,Target Stores,085239141311,g,194.0,6.45,16.13,0.0,6.45,"LIGHT CREAM CHEESE, LIGHT"
384764,Target Stores,085239031469,g,54.0,10.87,0.0,0.0,2.17,EGG SUBSTITUTE EGG PRODUCT
384765,Target Stores,085239304617,g,54.0,10.87,0.0,0.0,0.0,"MARKET PANTRY, 100% LIQUID EGG WHITES"
384766,Target Stores,085239301012,g,714.0,0.0,78.57,0.0,0.0,"MARKET PANTRY, SPREADABLE BUTTER"
384767,Saputo Cheese USA Inc.,041716232156,g,286.0,21.43,21.43,0.0,3.57,"STRING, LOW MOISTURE PART SKIM MOZZARELLA CHEESE"
384769,Target Stores,085239012468,g,286.0,14.29,21.43,3.6,7.14,FETA CHEESE CRUMBLES
384770,"Land O'Lakes, Inc.",034500151795,g,643.0,0.0,71.43,0.0,0.0,BUTTER WITH OLIVE OIL & SEA SALT SPREAD
384771,Cacique Inc.,074562001027,g,286.0,25.0,21.43,0.0,0.0,PART SKIM MILK CHEESE
384772,Target Stores,085239117095,g,292.0,20.83,20.83,0.0,4.17,LOW-MOISTURE PART-SKIM MOZZARELLA WITH ADDED CHEDDAR CHEESE
384773,Target Stores,085239118597,g,286.0,28.57,17.86,0.0,3.57,COLBY JACK CHEESE STICKS
384774,Target Stores,085239116197,g,368.0,21.05,31.58,0.0,0.0,MUENSTER DELI SLICED CHEESE
384775,Tillamook County Creamery Association,072830001779,g,429.0,23.81,33.33,1.2,4.76,"TILLAMOOS, NATURAL COLBY JACK CHEESE"
384777,Target Stores,085239118122,g,208.0,29.17,10.42,0.0,4.17,LIGHT STRING CHEESE
384778,Target Stores,085239118955,g,393.0,35.71,25.0,0.0,3.57,"PARMESAN, FINELY SHREDDED CHEESE"
384779,Saputo Cheese USA Inc.,041716842942,g,208.0,29.17,10.42,0.0,4.17,"FRIGO, CHEESE HEADS, LIGHT STRING LOW MOISTURE PART SKIM MOZZARELLA CHEESE"
384780,Target Stores,085239284780,g,258.0,6.45,22.58,0.0,6.45,"PLAIN CREAM CHEESE SPREAD, PLAIN"
384781,TATE'S BAKE SHOP,810291001057,g,536.0,7.14,32.14,3.6,57.14,CHOCOLATE CHIP WALNUT COOKIES
384782,Mission Foods Inc,073731082089,g,500.0,7.14,21.43,3.6,67.86,RESTAURANT STYLE FIESTA SIZE TORTILLA TRIANGLES
384783,"TH Foods, Inc.",879890000465,g,400.0,6.67,10.0,10.0,80.0,MULTI-GRAIN CRISPS
384786,Badia Spices Inc.,033844002978,g,100.0,0.0,0.0,0.0,20.0,MINCED GARLIC
384789,The Kroger Co.,011110837790,g,25.0,2.5,0.0,1.7,3.33,MUSHROOMS SLICED BUTTONS
384790,The Kroger Co.,011110829672,g,17.0,0.83,0.0,1.7,3.33,"KROGER, PSST..., MIXED CUTS GREEN BEANS"
384791,The Kroger Co.,011110802330,g,17.0,0.83,0.0,1.7,3.33,CUT WAX BEANS
384792,The Kroger Co.,011110901583,g,25.0,2.5,0.0,1.7,3.33,SLICED MUSHROOMS
384793,The Kroger Co.,011110811189,g,36.0,0.8,0.0,1.6,7.2,MIXED VEGETABLES
384794,SYLVIA'S,608623000379,g,90.0,0.6,0.0,1.8,21.69,CUT SWEET POTATOES YAMS
384795,The Kroger Co.,011110838070,g,25.0,2.5,0.0,1.7,3.33,MUSHROOMS PIECES & STEMS
384796,SYLVIA'S RESTAURANT,608623000393,g,38.0,3.39,0.85,4.2,5.08,SPECIALLY-SEASONED MIXED GREENS
384797,Holmes Canning Company Inc.,041443102548,g,30.0,1.69,0.42,2.5,5.93,TURNIP GREENS
384798,McCall Farms Inc,736393701001,g,34.0,1.69,0.85,2.5,5.93,SEASONED SOUTHERN STYLE GREEN BEANS
384799,Walgreens Co.,049022815025,g,357.0,28.57,14.29,0.0,28.57,HICKORY SMOKED STEAK STRIPS
384800,SPARTAN,011213040417,g,129.0,1.18,0.0,1.2,32.94,"SPARTAN, PIE FILLING, CHERRY"
384801,SPARTAN,011213040424,g,148.0,0.0,0.0,1.2,35.8,"SPARTAN, PIE FILLING, APPLE"
384802, NO MANUFACTURER,492120402961,g,67.0,0.0,3.33,0.0,6.67,HARISSA MILD MOROCCAN RED PEPPER SAUCE
384803,"Teasdale Foods, Inc.",022531189016,g,141.0,3.12,0.0,3.1,31.25,5-STAR BARBECUE SAUCE
384804,INGLEHOTTER,071828011172,g,200.0,0.0,0.0,0.0,20.0,EXTRA HOT SRIRACHA MUSTARD
384805,"Teasdale Foods, Inc.",022531018835,g,109.0,3.12,4.69,3.1,18.75,BARBECUE SAUCE
384807,KEURIG BREWED,099555098051,g,429.0,7.14,17.86,0.0,64.29,CAFE ESCAPES CHAI LATTE
384808,SPARTAN,011213055084,g,56.0,0.8,0.8,1.6,11.2,GOLDEN SWEET CORN CREAM STYLE
384809,"Supervalu, Inc.",041303010082,g,17.0,0.0,0.0,3.3,3.33,SAUCERKRAUT
384810,Del Monte Foods Inc.,070320705275,g,93.0,0.62,0.62,2.5,21.6,GOLDEN CUT SWEET POTATOES YAMS IN SYRUP
384811,"Supervalu, Inc.",041303009796,g,33.0,0.0,0.0,0.8,6.67,SLICED BEETS
384812,"Safeway, Inc.",021130335268,g,17.0,0.0,0.0,0.8,3.33,WHOLE CARROTS
384813,McCall Farms Inc,736393203000,g,90.0,0.6,0.0,1.8,21.69,SWEET POTATOES YAMS
384814,"Safeway, Inc.",021130337057,g,21.0,1.67,0.0,1.7,3.33,CUT LEAF SPINACH
384815,Del Monte Foods Inc.,070320844103,g,16.0,0.0,0.0,3.2,3.2,CUT OKRA
384816,Del Monte Foods Inc.,070320801434,g,109.0,6.98,1.16,3.9,17.83,"TRAPPEY'S, FIELD PEAS"
384817,Del Monte Foods Inc.,034700000558,g,36.0,0.8,0.0,1.6,8.0,"ALLENS, VEG-ALL, MIXED VEGETABLES, ORIGINAL"
384818,"Safeway, Inc.",021130335176,g,36.0,0.8,0.0,1.6,5.6,MIXED VEGETABLES
384819,"Supervalu, Inc.",041303010129,g,30.0,0.85,0.0,1.7,5.93,SLICED CARROTS
384820,Del Monte Foods Inc.,070320394103,g,102.0,7.81,0.78,3.9,17.19,"TRAPPEY'S, BLACK EYE PEAS"
384821,"Alanric Food Distributors, Inc.",070796601460,g,17.0,0.0,0.0,0.0,3.33,CHEF'S CUT ROASTED PEPPERS
384822,"Safeway, Inc.",021130339020,g,24.0,0.8,0.0,0.8,5.6,MIXED VEGETABLES
384823,"Supervalu, Inc.",041303009802,g,33.0,0.83,0.0,0.8,6.67,SHOESTRING BEETS
384824,"Supervalu, Inc.",041303010167,g,36.0,0.8,0.0,0.8,5.6,MIXED VEGETABLES
384826,Badia Spices Inc.,033844002961,g,100.0,0.0,0.0,0.0,20.0,MINCED GARLIC
384827, NO MANUFACTURER,00106313,g,571.0,25.0,50.0,7.1,17.86,PEANUTS
384828,Learning Horizons,00035927,g,143.0,19.05,7.94,0.0,0.0,WILD ALASKAN PINK SALMON
384829,TRADER JOE'S,00594875,g,600.0,20.0,53.33,10.0,20.0,"NUTS, JUST ALMOND MEAL"
384832,"Fran's Chocolates, Ltd.",749668033004,g,543.0,5.71,37.14,11.4,42.86,DARK HOT CHOCOLATE
384833,Maple Grove Farms Of Vermont Inc.,074683000091,g,341.0,9.09,1.14,2.3,72.73,"MAPLE GROVE FARMS OF VERMONT, PANCAKE & WAFFLE MIX, HONEY BUCKWHEAT"
384834,The Kroger Co.,011110810014,g,17.0,0.0,0.0,3.3,3.33,SHREDDED SAUERKRAUT
384835,Maple Grove Farms Of Vermont Inc.,074683000084,g,341.0,9.09,1.14,2.3,72.73,"MAPLE GROVE FARMS OF VERMONT, PANCAKE & WAFFLE MIX, BUTTERMILK & HONEY"
384836,Target Stores,085239284612,g,250.0,7.14,21.43,0.0,7.14,NEUFCHATEL CHEESE
384837,Smari Organics,859776003209,g,106.0,10.56,3.52,0.7,8.45,ORGANIC ICELANDIC YOGURT
384839,"Chobani, Inc.",818290014979,g,84.0,8.4,0.84,1.7,12.61,CRUNCH GREEK NONFAT YOGURT
384840,Target Stores,085239284605,g,321.0,7.14,32.14,0.0,7.14,"PLAIN CREAM CHEESE, PLAIN"
384841,"Chobani, Inc.",818290012494,g,100.0,8.0,2.33,1.3,12.67,TROPICAL DAYBREAK
384842,"Chobani, Inc.",818290014962,g,84.0,8.4,1.26,1.7,11.76,CRUNCH CHOCOLATE TRUFFLE
384843,"Chobani, Inc.",818290013996,g,127.0,8.0,4.0,0.7,15.33,FLIP GREEK YOGURT
384844,Smari Organics,859776003193,g,92.0,11.27,4.23,0.7,2.82,ORGANIC ICELANDIC YOGURT
384845,The Icelandic Milk and Skyr Corporation,898248001565,g,112.0,9.6,3.6,0.0,9.6,STRAINED WHOLE-MILK YOGURT
384846,"Tarte Foods, LLC",850864004023,g,65.0,7.06,0.0,0.0,8.82,TARTE ASIAN YOGURT
384848,Smari Organics,859776003186,g,85.0,9.86,1.41,0.7,9.15,ORGANIC ICELANDIC FAT FREE YOGURT
384849,Target Stores,085239091098,g,367.0,0.0,16.67,0.0,56.67,"ARCHER FARMS, DESSERT SAUCE, DARK CHOCOLATE RASPBERRY"
384850,FAGE,689544080206,g,70.0,10.0,2.0,0.0,3.0,GREEK STRAINED YOGURT
384851,Target Stores,085239091081,g,390.0,0.0,19.51,0.0,53.66,DESSERT SAUCE
384852,Target Stores,085239092804,g,308.0,0.0,0.0,0.0,74.36,STRAWBERRY SYRUP
384853,Smari Organics,859776003162,g,77.0,9.86,0.0,0.0,10.56,ORGANIC ICELANDIC YOGURT
384854,PS Lets Eat,854263004103,g,47.0,8.24,0.0,0.0,6.47,CREAMY GERMAN STYLE QUARK
384855,Stonyfield Farm Inc,052159532635,g,80.0,8.0,0.0,0.0,12.0,GREEK NONFAT YOGURT
384856,Smari Organics,859776003155,g,77.0,9.86,0.0,0.0,9.86,ORGANIC ICELANDIC NONFAT YOGURT
384857,Simplydelicious LLC,829262000340,g,405.0,5.41,13.51,5.4,62.16,BOB'D BITES APPLE PIE
384859,SPARTAN,011213056425,g,48.0,3.2,0.4,2.4,8.0,SWEET PEAS
384860,PS Lets Eat,854263004011,g,47.0,8.24,0.0,0.0,6.47,CREAMY GERMAN STYLE QUARK
384861,Smari Organics,859776003216,g,106.0,9.15,3.52,0.7,9.86,ORGANIC ICELANDIC YOGURT
384862,"West Fork Creations, Inc.",085900001104,g,467.0,0.0,26.67,0.0,56.67,CREAM CARAMEL SAUCE
384863,Fitrite Incorporated,022392875738,g,152.0,0.0,0.89,1.8,36.61,GRATED CASSAVA YUCA
384865,Seneca Foods Corporation,070222074332,g,17.0,0.83,0.0,1.7,3.33,LOW SODIUM CUT GREEN BEANS
384866,SPARTAN,011213056005,g,56.0,0.8,0.0,0.8,12.0,HOMINY
384867,SPARTAN,011213057231,g,36.0,0.61,0.0,0.6,7.88,WHITE POTATOES SLICED
384868,"John B. Sanfilippo & Son, Inc.",070690698764,g,533.0,13.33,30.0,6.7,53.33,"NUT EXACTLY, PISTACHIO POPCORN DIPPED IN DARK CHOCOLATE WITH PUMPKIN SEED"
384869,The Kroger Co.,011110806512,g,85.0,6.15,0.0,3.8,14.62,CANNELLINI BEANS
384873,GHIRARDELLI ,427983000047,g,467.0,6.67,26.67,6.7,60.0,"RICH CHOCOLATE, LUSCIOUS FILLING"
384874,Ghirardelli Chocolate Company,747599330971,g,500.0,5.0,30.0,5.0,62.5,PREMIUM CHOCOLATE
384875,"Birch Benders, Inc.",856017003394,g,343.0,11.43,2.86,5.7,71.43,PANCAKE & WAFFLE MIX
384878,"RSJ Ventures, LLC",858959005016,g,357.0,42.86,8.93,0.0,21.43,REAL STEAK JERKY
384879, NO MANUFACTURER,438980076041,g,607.0,21.43,53.57,10.7,21.43,ALMONDS
384880, NO MANUFACTURER,413999736049,g,250.0,25.0,3.57,0.0,14.29,BEEF JERKY
384881,Oberto Sausage Company,070411603312,g,286.0,42.86,3.57,0.0,21.43,SPICY SWEET BEEF JERKY
384882,S&E Gourmet Cuts Inc.,853016002779,g,321.0,39.29,5.36,0.0,35.71,BEEF JERKY
384883, NO MANUFACTURER,443981558021,g,250.0,0.0,9.38,0.0,87.5,CARAMEL HARD CANDIES
384884,Tillamook Country Smoker Inc,051943100012,g,286.0,35.71,3.57,3.6,28.57,BEEF JERKY
384885,Oberto Sausage Company,070411602155,g,250.0,50.0,5.36,0.0,7.14,CLASSICS THIN STYLE BEEF JERKY
384886,Tillamook Country Smoker Inc,051943334011,g,286.0,35.71,5.36,0.0,25.0,BEEF JERKY
384887,Oberto Sausage Company,070411028719,g,500.0,23.33,43.33,0.8,6.67,COCKTAIL PEP SMOKED SAUSAGE STICKS
384888,MILTON'S CRAFT BAKERS,606541922407,g,438.0,6.25,15.62,6.2,56.25,BAKED CRACKERS
384889,"LINK SNACKS, INC.",416999764050,g,286.0,39.29,3.57,0.0,25.0,BEEF JERKY
384891,AMERICAN LICORICE CO.,488981447005,g,400.0,0.0,11.25,2.5,72.5,ARTIFICIALLY FLAVORED CANDY
384892,Tillamook Country Smoker Inc,051943100036,g,286.0,39.29,5.36,3.6,25.0,BEEF JERKY
384893,"RSJ Ventures, LLC",858959005023,g,286.0,42.86,3.57,0.0,21.43,REAL TURKEY JERKY
384894,Blue Diamond Growers,041570109977,g,433.0,6.67,10.0,3.3,80.0,CRACKER SNACKS
384895,Tootsie Roll Industries Inc.,071720531204,g,434.0,3.77,11.32,0.0,81.13,CHEWY FLAVORED NOUGAT WITH A DELICIOUS CHOCOLATEY COATING
384898,Old Trapper Smoked Products,079694223040,g,214.0,39.29,0.0,0.0,21.43,BEEF JERKY
384899,Oberto Sausage Company,070411013463,g,321.0,35.71,8.93,0.0,25.0,PORK JERKY
384900,Tootsie Roll Industries Inc.,071720531105,g,434.0,3.77,11.32,1.9,81.13,CHOCOLATEY
384901,BIT-O-HONEY,498981844001,g,375.0,2.5,7.5,0.0,80.0,CANDY
384902,S&E Gourmet Cuts Inc.,853016002915,g,214.0,21.43,3.57,0.0,17.86,BEEF JERKY
384903,"Albanese Confectionery Group, Inc.",634418523549,g,225.0,5.0,0.0,0.0,70.0,GUMMI BEARS
384904,Lindt & Sprungli (Schweiz) AG,037466018553,g,639.0,5.56,52.78,2.8,38.89,WHITE CHOCOLATE TRUFFLES
384905,LINDT & SPRUNGLI (USA) INC.,409981666043,g,639.0,5.56,52.78,2.8,41.67,ASSORTED CHOCOLATE TRUFFLES
384906,S&E Gourmet Cuts Inc.,853016002083,g,179.0,25.0,3.57,0.0,14.29,ALL NATURAL BEEF JERKY
384907,Tillamook Country Smoker Inc,051943100043,g,286.0,32.14,3.57,3.6,28.57,WOOD SMOKED BEEF JERKY
384908,Oberto Sausage Company,070411605354,g,286.0,32.14,10.71,0.0,14.29,PREMIUM CHICKEN BREAST STRIPS
384911,Blue Diamond Growers,041570109984,g,433.0,6.67,10.0,3.3,80.0,CRACKER SNACKS
384912,Tillamook Country Smoker Inc,051943334042,g,286.0,35.71,5.36,0.0,25.0,BEEF JERKY
384913,LINDT & SPRUNGLI (USA) INC.,409981667040,g,611.0,5.56,47.22,2.8,44.44,MILK CHOCOLATE TRUFFLES
384914,Oberto Sausage Company,070411013449,g,286.0,35.71,1.79,0.0,28.57,PEPPERED BEEF JERKY
384915,Tillamook Country Smoker Inc,051943388021,g,286.0,32.14,3.57,0.0,25.0,TURKEY JERKY
384916,MILTON'S CRAFT BAKERS,606541922520,g,467.0,6.67,23.33,0.0,66.67,BAKED CRACKERS
384917,Oberto Sausage Company,070411602131,g,250.0,53.57,7.14,0.0,7.14,CLASSICS THIN STYLE BEEF JERKY
384918,Lindt & Sprungli (Schweiz) AG,037466083247,g,548.0,9.52,35.71,2.4,50.0,CLASSIC RECIPE MILK CHOCOLATE
384920,Ghirardelli Chocolate Company,747599313264,g,378.0,0.0,11.11,0.6,71.11,"RICH CHOCOLATE, LUSCIOUS FILLING"
