b,g,e,p,f,d,c,n
Pci Automotive Inc.,016202004180,357.0,14.29,1.79,3.6,73.21,VEGGIE SPAGHETTI
Aldi-Benner Company,041498116552,65.0,1.61,1.61,1.6,10.48,"PRIANO, PASTA SAUCE, CARAMELIZED ONION & GARLIC"
McSteven's Inc.,010532714153,400.0,8.57,5.71,2.9,80.0,CHOCOLATE COCOA
"Galaxy Networks, Inc.",00929172,125.0,0.0,0.0,6.2,31.25,CRANBERRY APPLE BUTTER
TRADER JOE'S,00717175,62.0,11.5,0.0,0.0,4.42,FAT FREE COTTAGE CHEESE
Omaha Steaks International,021613013256,257.0,16.81,20.35,0.0,0.0,GROUND BEEF BURGERS (OMAHA STEAKS BURGERS)
Stonyfield Farm Inc,052159701321,87.0,8.0,0.0,0.0,13.33,ORGANIC GREEK NONFAT YOGURT
DAKOTA GROWERS PASTA COMPANY,161321034553,339.0,12.5,1.79,8.9,73.21,"DREAMFIELDS HEALTHY CARB LIVING, LINGUINE"
"Dr. Praeger's Sensible Foods, Inc.",080868000503,167.0,6.41,6.41,5.1,19.23,"DR. PRAEGER'S, BOMBAY CURRY VEGGIE BURGERS"
"Dr. Praeger's Sensible Foods, Inc.",080868190105,192.0,6.41,6.41,6.4,28.21,"DR.PRAEGER'S, CALIFORNIA VEGGIE POCKETS, ALL NATURAL"
McSteven's Inc.,010532623158,400.0,8.57,5.71,2.9,80.0,DOUBLE CHOCOLATE COCOA
Aldi-Benner Company,041498141011,255.0,10.0,10.0,1.8,30.91,"SPECIALLY SELECTED, STONE BAKED PIZZA, MOZZARELLA,CHERRY TOMATO AND ARGULA"
"Supervalu, Inc.",041130387715,252.0,10.92,11.76,1.7,23.53,"CULINARY CIRCLE, ITALIAN SAUSAGE AND CARAMELIZED ONION PIZZA"
"Axelsson & Johnson Fish Co., Inc.",012142058375,375.0,0.0,0.0,0.0,95.83,INSTANT PUDDING & PIE FILLING
"Toadally Snax, Incorporated",032823140151,476.0,2.38,16.67,2.4,76.19,CHOCOLATE DRIZZLED CARAMEL CORN WITH PEANUTS
Borden Dairy Company,815473010513,92.0,3.33,3.33,0.0,11.67,MILK
Pinnacle Foods Group LLC,014500500502,29.0,1.18,0.0,1.2,4.71,CAULIFLOWER FLORETS
Pinnacle Foods Group LLC,014500013705,42.0,1.2,0.0,2.4,7.23,"BROCCOLI, CARROTS, SUGAR SNAP PEAS & WATER CHESTNUTS"
ROUNDY'S,011150548878,67.0,2.22,0.0,3.3,10.0,PEAS AND CARROTS
ROUNDY'S,011150548939,26.0,1.05,0.0,2.1,5.26,ORIENTAL BLEND
ROUNDY'S,011150548908,41.0,1.18,0.0,2.4,7.06,ITALIAN BLEND
ROUNDY'S,011150548885,28.0,1.11,0.0,2.2,4.44,BROCCOLI CUTS
ROUNDY'S,011150548953,28.0,1.11,0.0,2.2,4.44,WINTER BLEND BROCCOLI AND CAULIFLOWER
"Mangia, Inc.",833477004048,20.0,0.82,0.0,1.6,4.92,ITALIAN CHEERY TOMATOES
John Zidian Company Inc.,026825008793,20.0,0.82,0.0,1.6,4.1,S. MARZANO TOMATO
Worthington Foods Inc.,028989235121,156.0,13.33,8.89,1.1,3.33,ORIGINAL DELICIOUS VEGETARIAN ALTERNATIVE TO CHICKEN
"The Dannon Company, Inc.",036632078896,113.0,7.33,3.0,0.0,14.0,GREEK YOGURT
"The Dannon Company, Inc.",036632029041,53.0,8.0,0.0,0.0,5.33,LIGHT NONFAT GREEK YOGURT
MANTOVA,048176840228,452.0,7.6,45.4,5.8,20.4,SUNDRIED TOMATOES BRUSCHETTA TOPPING
MOM Brands Company,042400140405,371.0,11.43,5.71,8.6,71.43,OATMEAL WITH FLAX
PANOS Brands LLC,827048024634,286.0,28.57,21.43,0.0,3.57,"ANDREW & EVERETT, STRING CHEESE"
ROUNDY'S,011150110402,130.0,1.09,3.26,2.2,22.83,PUDDING
ROUNDY'S,011150110433,120.0,1.09,2.72,1.1,22.83,PUDDING
ROUNDY'S,011150110440,120.0,1.09,2.72,1.1,21.74,TAPIOCA PUDDING
JARLSBERG,216287807823,250.0,32.14,12.5,0.0,0.0,REDUCED FAT SWISS CHEESE
ORIGINAL HERKIMER,216174505597,393.0,25.0,32.14,0.0,0.0,SHARP CHEDDAR CHEESE
BLACK DIAMOND,216221709121,429.0,25.0,35.71,0.0,3.57,CHEDDAR CHEESE
Brunkow Cheese Coop,709513000032,321.0,17.86,25.0,0.0,10.71,RAW MILK CHEDDAR
MARIANO'S,216410306162,393.0,21.43,32.14,0.0,0.0,ENGLISH CHEDDAR CHEESE
CLAWSON,216416012319,357.0,14.29,25.0,3.6,10.71,LEMON ZEST
COCINA SELECTA,216114804766,321.0,21.43,28.57,0.0,3.57,ASADERO CHEESE
COCINA SAELECTA,212522405304,321.0,21.43,28.57,0.0,3.57,QUESO FRESCO
COCINA SELECTA,216158904941,321.0,21.43,28.57,0.0,3.57,QUESO QUESADILLA CHEESE
UNIEKAAS,212410305402,317.0,23.33,26.67,0.0,0.0,SMOKED GOUDA CHEESE
MARIANO'S,216430507402,425.0,25.0,35.33,0.0,2.0,WINE CURED GOAT
PORT SALUT,216160309680,321.0,21.43,28.57,0.0,0.0,CHEESE MADE FROM PASTEURIZED MILK
MARIANO'S,216386703828,286.0,14.29,21.43,0.0,7.14,"MARIANO'S, RICOTTA SALATA CHEESE"
ROUNDY'S,011150539807,333.0,41.67,12.5,0.0,0.0,"ROUNDY'S, TURKEY BACON"
"The Hain Celestial Group, Inc.",077241500309,533.0,6.67,26.67,0.0,66.67,WHITE CHOCOLATE CHIPS
"Safeway, Inc.",021130282807,400.0,6.67,3.33,6.7,80.0,TOASTED OATS
ROUNDY'S SELECT,011150094528,45.0,0.82,1.43,0.8,6.53,TOMATO BASIL SOUP
CRACOVIA,6023054373634,161.0,14.29,10.71,0.0,5.36,HUNGARIAN STYLE MACKEREL FILLETS
FRESH & EASY,5051379002930,80.0,12.39,1.77,0.0,3.54,"FRESH & EASY, LOWFAT COTTAGE CHEESE"
Crook-Miller Co.,037291974505,367.0,10.0,3.33,6.7,76.67,CORN MASA FLOUR TORTILLAS
H E Butt Grocery Company,041220008094,157.0,0.0,0.0,1.4,35.71,"HILL COUNTRY FARE, SAUCE, JELLIED CRANBERRY"
H E Butt Grocery Company,041220818105,304.0,12.5,1.79,19.6,75.0,"H-E-B, GLYCEMIC HEALTH PENNE MACARONI PRODUCT PASTA, ESTILO PENNE"
"Crocus Entertainment, Inc.",014265005557,115.0,7.69,0.77,7.7,19.23,LARGE FAVA BEANS
"Nong Shim Co., Ltd.",031146205202,464.0,3.57,17.86,3.6,71.43,TWIST SNACK
Allied Old English Inc.,076132770067,100.0,0.0,0.0,0.0,26.67,"SUN LUCK, SRIRACHA CHILI SAUCE"
Allied Old English Inc.,076132770029,180.0,0.0,0.0,0.0,44.0,"SUN LUCK, SWEET CHILI SAUCE FOR DIPPING"
Allied Old English Inc.,076132770128,133.0,6.67,0.0,13.3,20.0,YELLOW CURRY PASTE
Mexican Candy Co. Inc.,044622090391,494.0,7.05,28.22,3.5,56.44,MUCHO CHEESE
Productos Hola,097832000032,166.0,2.17,0.4,8.3,33.14,"HOLA, LEMON FLAVORED SALTED PLUM, LEMON"
Productos Hola,097832000049,231.0,1.08,0.39,7.2,53.84,"HOLA, SWEET & SOUR FLAVORED SALTED PLUM"
CALIFORNIA FLAVORED NUTS,720118181933,571.0,14.29,46.43,10.7,28.57,FIESTA PISTACHIOS
JFC International Inc.,011152035697,367.0,13.33,3.33,3.3,70.0,PANKO JAPANESE STYLE BREAD CRUMBS
"PRODUCTOS CAREY, S.A. DE C.V.",7503006910036,33.0,0.0,0.0,3.3,3.33,CHILES JALAPENOS EN ESCABECHE
"Safeway, Inc.",021130291137,536.0,7.14,25.0,7.1,64.29,WHITE CORN BITE SIZE TORTILLA CHIPS
Cbi International,686731800067,143.0,3.57,14.29,0.0,5.36,CULTURED SOFT BLEND SPREAD
REYNALDO'S,048696000560,271.0,12.86,24.29,1.4,2.86,CURED PORK LONGANIZA
JR Frisco Inc.,716344070639,86.0,0.71,0.0,0.0,22.14,JOCOTE CORONA
The Kroger Co.,011110001207,269.0,7.69,3.85,0.0,53.85,ROUND TOP WHITE ENRICHED BREAD
"Amazonas Imports, Inc.",742987127638,382.0,11.76,10.88,2.9,55.88,"AMAZONAS, HORCHATA MIX"
"Flora's Distributors, Inc.",020038630161,96.0,10.84,7.23,3.6,51.81,"FLORA, TORTELLONI WITH RICOTTA & SPINACH"
Perfect Pasta Inc.,097137200106,239.0,10.62,7.08,1.8,34.51,CHEESE TORTELLINI
Perfect Pasta Inc.,097137001642,212.0,11.11,11.11,1.0,17.17,CHEESE MANICOTTI
PACIFIC SURF,9036295512561,88.0,16.81,0.88,0.0,2.65,BAY SCALLOPS
"Pacific American Fish Co.,Inc.",040295492043,90.0,16.0,1.5,0.0,3.0,"PACIFIC SURF, SQUID LOLIGO"
"Pacific American Fish Co.,Inc.",040295508577,88.0,13.27,3.98,0.0,0.0,"PACIFIC SURF BASA, SWAI FILLET"
"Pacific American Fish Co.,Inc.",040295494498,31.0,6.19,0.0,0.0,0.88,"PACIFIC SURF, COOKED PERIWINKLE MEAT"
"Northgate Gonzalez, Inc.",748703012271,125.0,26.79,1.79,0.0,0.0,SOLID WHITE TUNA IN WATER
"Northgate Gonzalez, Inc.",748703012264,161.0,23.21,7.14,0.0,0.0,TUNA IN OIL
Golden Packaging Company,795944231657,521.0,32.14,42.86,3.6,14.29,"AMERICAN GOLDEN, ROASTED AND SALTED PEPITAS"
"Northgate Gonzalez, Inc.",748703000070,200.0,3.33,20.0,0.0,6.67,SOUR CREAM
FOSTER FARMS,260951608629,170.0,20.54,8.93,0.0,0.0,"FOSTER FARMS, HALF BREASTS CHICKEN WITH RIBS"
Golden Packaging Company,795944250962,357.0,0.0,3.57,3.6,89.29,"AMERICAN GOLDEN, GINGER CRYSTALLIZED GOLDEN PACK"
TORN & GLASSER,000000045483,450.0,5.0,22.5,2.5,70.0,"TORN & GLASSER, MILK CHOCOLATE PRETZELS"
NORTHGATE MARKET,000000043595,300.0,0.0,0.0,10.0,83.33,"VIVA LA SALUD, DRIED CRANBERRIES"
VIVA LA SALUD,000000033640,436.0,9.09,10.91,5.5,74.55,GRANOLA CRANBERRY AND ACAI
"Supervalu, Inc.",041303042267,71.0,0.0,0.0,0.9,16.81,APPLE SAUCE
"Supervalu, Inc.",041303003695,21.0,0.83,0.0,0.8,3.31,WHOLE TOMATOES
"Supervalu, Inc.",041163412460,48.0,3.2,0.4,2.4,8.0,"ALBERTSON'S, TENDER GREEN SWEET PEAS"
"Supervalu, Inc.",041303003053,167.0,0.0,16.67,0.0,6.67,"ESSENTIAL EVERYDAY, MEDIUM PITTED RIPE OLIVES"
"Supervalu, Inc.",041303004272,85.0,4.62,0.0,4.6,15.38,RED BEANS
"Supervalu, Inc.",041303004098,85.0,5.38,0.77,6.2,15.38,CHILI BEANS IN SAUCE
"Supervalu, Inc.",041303039328,115.0,4.62,0.0,3.8,24.62,BOURBON & BROWN SUGAR GRILL STYLE BEANS
"Supervalu, Inc.",041303004234,108.0,4.62,0.0,5.4,20.77,"ESSENTIAL EVERYDAY, VEGETARIAN BAKED BEANS"
"Associated Wholesale Grocers, Inc.",070038332411,108.0,4.62,1.54,4.6,18.46,PORK & BEANS
Green Chemical Products Inc.,011535504741,415.0,20.75,18.87,9.4,54.72,FIBER & PROTEIN GRANOLA
Green Chemical Products Inc.,011535501047,455.0,12.12,15.15,15.2,69.7,ORGANIC MICROWAVE POPCORN
Green Chemical Products Inc.,011535503140,55.0,0.0,0.0,1.6,14.17,ORGANIC APPLESAUCE
"Supervalu, Inc.",041303028414,483.0,3.45,20.69,3.4,72.41,"ESSENTIAL EVERYDAY, CHOCOLATE SANDWICH COOKIES, WINTER PEPPERMINT"
Green Chemical Products Inc.,011535504765,464.0,10.71,17.86,3.6,67.86,PARMESAN GARLIC & HERB BAKED PITA CHIPS
"Supervalu, Inc.",041163975408,231.0,7.69,3.85,3.8,46.15,"ALBERTSON'S, WHITE BREAD"
"Supervalu, Inc.",041163459601,255.0,10.64,3.19,4.3,48.94,"ALBERTSON'S, SANDWICH WHEAT BREAD"
"Supervalu, Inc.",041303016183,288.0,9.62,5.77,1.9,53.85,ULTRA THIN PIZZA CRUST
"Supervalu, Inc.",041303016206,267.0,8.33,5.0,5.0,51.67,THIN WHEAT PIZZA CRUST
"Supervalu, Inc.",041303016190,283.0,8.33,4.17,1.7,51.67,"ESSENTIAL EVERYDAY, THIN PIZZA CRUST"
"Supervalu, Inc.",041303000755,375.0,14.29,4.46,3.6,69.64,EXTRA WIDE EGG NOODLES
"Supervalu, Inc.",041303039601,357.0,12.5,1.79,3.6,75.0,NO BOIL LASAGNA ENRICHED MACARONI PRODUCT
"Supervalu, Inc.",041303039595,357.0,12.5,1.79,3.6,75.0,"ENRICHED MACARONI PRODUCT, JUMBO SHELLS"
"Supervalu, Inc.",041303039618,357.0,12.5,1.79,3.6,75.0,ENRICHED MACARONI PRODUCT RINGS
"Supervalu, Inc.",041303005064,340.0,6.38,0.0,2.1,78.72,ENRICHED MEDIUM GRAIN WHITE RICE
"Supervalu, Inc.",041303005071,356.0,6.67,0.0,2.2,80.0,"ENRICHED LONG GRAIN WHITE RICE, WHITE RICE"
"Supervalu, Inc.",041303016435,357.0,10.0,2.14,1.4,72.86,"ESSENTIAL EVERYDAY, PILAF RICE MIX"
"Supervalu, Inc.",041303016534,106.0,2.65,1.32,0.7,19.87,"ESSENTIAL EVERYDAY, LONG GRAIN & WILD RICE"
"Supervalu, Inc.",041303003213,244.0,24.44,0.0,24.4,60.0,SPLIT GREEN PEAS
"Supervalu, Inc.",041303003176,211.0,21.05,0.0,31.6,60.53,NAVY BEANS
"Supervalu, Inc.",041303003251,167.0,19.44,0.0,38.9,61.11,PINTO BEANS
"Supervalu, Inc.",041303003206,243.0,24.32,0.0,27.0,62.16,BLACKEYE PEAS
Aldi-Benner Company,041498192884,370.0,7.41,0.0,3.7,88.89,"MILLVILLE, HONEY WHEAT PUFFS"
Aldi-Benner Company,041498118792,414.0,3.45,3.45,0.0,89.66,COCOA RICE
Aldi-Benner Company,041498184032,235.0,9.41,9.41,1.2,29.41,"CASA MAMITA, CHICKEN & CHEESE TAQUITOS ROLLED IN FLOUR TORTILLAS"
Aldi-Benner Company,041498110109,244.0,11.02,10.24,2.4,26.77,"BREMER, HAM & CHEESE HOT STUFFED SANDWICHES"
Aldi-Benner Company,041498130893,433.0,6.67,11.67,3.3,73.33,"CLANCY'S, PARTY MIX, CHEDDAR"
"Associated Wholesale Grocers, Inc.",070038361954,349.0,9.3,30.23,0.0,9.3,"ALWAYS SAVE, WIENERS"
"Supervalu, Inc.",041163494862,215.0,4.62,10.77,0.0,29.23,"ALBERTSON'S, SEA SALTED CARAMEL SWIRL ICE CREAM"
"Supervalu, Inc.",041163494886,178.0,6.85,4.79,0.0,26.03,GREEK FROZEN YOGURT
"Supervalu, Inc.",041163494879,169.0,7.04,4.93,0.0,25.35,"ALBERTSON'S, GREEK FROZEN YOGURT, BLACK RASPBERRY"
"Supervalu, Inc.",041163494855,203.0,3.12,10.94,0.0,23.44,ICE CREAM
"Supervalu, Inc.",041163458819,212.0,3.03,10.61,1.5,27.27,"ALBERTSON'S, ICE CREAM, ROCKY ROAD, CHOCOLATE ICE CREAM WITH MARSHMALLOW RIBBON AND MIXED NUTS"
"Supervalu, Inc.",041163458925,200.0,3.08,10.77,1.5,24.62,"ALBERTSON'S, ICE CREAM, CHOCOLATE"
"Supervalu, Inc.",041163458833,231.0,4.62,10.77,0.0,30.77,ICE CREAM
"Supervalu, Inc.",041163458796,242.0,4.55,12.12,0.0,27.27,"ALBERTSON'S, ICE CREAM, MINT CHIP"
"Supervalu, Inc.",041163458901,200.0,3.08,10.77,0.0,24.62,"ALBERTSON'S, NEOPOLITAN ICE CREAM"
"Supervalu, Inc.",041163458895,224.0,4.48,13.43,0.0,23.88,"ALBERTSON'S, ICE CREAM, BUTTER PECAN"
"Supervalu, Inc.",041163458789,194.0,4.48,10.45,0.0,22.39,"ALBERTSON'S, RICH & CREAMY ICE CREAM, FRENCH VANILLA"
Aldi-Benner Company,041498120627,536.0,3.57,32.14,10.7,57.14,VEGETABLE CHIPS
Aldi-Benner Company,041498175672,464.0,7.14,21.43,7.1,67.86,"CLANCY'S, MULTIGRAIN CRISPS, CHEDDAR"
Aldi-Benner Company,041498130909,448.0,6.9,13.79,3.4,72.41,"CLANCY'S, TRADITIONAL PARTY MIX"
"Madhava Honey, Ltd.",078314206647,375.0,0.0,0.0,0.0,100.0,"MADHAVA, ORGANIC COCONUT SUGAR"
"Schnuck Markets, Inc.",041318030105,375.0,12.5,9.38,0.0,50.0,"SCHNUCKS, NOODLE SOUP MIX WITH REAL CHICKEN BROTH"
"World Variety Produce, Inc.",045255117233,16.0,1.56,0.0,1.6,2.34,DELICIOUS HEARTS OF PALM
JOHN WM. MACY'S,124923705009,474.0,21.05,18.42,5.3,52.63,"JOHN WM. MACY'S, DIJON SWISS CHEESE STICKS"
"Madhava Honey, Ltd.",078314650372,286.0,0.0,0.0,0.0,71.43,"MADHAVA, RAW ORGANIC AGAVE NECTAR"
Earth Island,049568660127,267.0,0.0,30.0,0.0,3.33,"FOLLOW YOUR HEART, ORGANIC CREAMY RANCH SALAD DRESSING"
Earth Island,049568610122,300.0,3.33,30.0,0.0,3.33,"FOLLOW YOUR HEART, ORGANIC BLEU CHEESE SALAD DRESSING"
MANNA,058449708018,268.0,14.29,0.0,8.9,51.79,MANNA BREAD
"United Natural Foods, Inc.",785030020425,195.0,6.19,0.44,0.9,41.59,BUTTERNUT SQUASH RAVIOLI
"United Natural Foods, Inc.",785030020470,186.0,5.71,2.14,2.1,36.43,PIEROGIES
NAMASTE ,850403000172,348.0,4.35,2.17,6.5,80.43,PERFECT FLOUR BLEND
"Premier Organics, Inc.",870001000145,626.0,16.64,59.9,6.7,19.97,WALNUT BUTTER
Pinnacle Foods Group LLC,698997807445,257.0,8.57,5.71,2.9,51.43,"UDI'S GLUTEN FREE, CLASSIC FRENCH DINNER ROLLS"
Braga Organic Farms,896547002252,567.0,13.33,43.33,3.3,30.0,ORGANIC CASHEWS ROASTED & SALTED
Made In Nature LLC,850747004072,443.0,25.0,25.0,10.7,39.29,"KALE CHIPS, GLACIER PEAK GREENS"
Power-Selles Imports,832924008912,345.0,6.9,3.45,6.9,75.86,ORGANIC MAIZ MORADO FLOUR
"Stahlbush Island Farms, Inc.",638882000582,52.0,0.0,0.0,4.2,12.5,"STAHLBUSH ISLAND FARMS, CRANBERRIES"
"United Natural Foods, Inc.",042563007638,64.0,0.71,0.0,2.1,17.14,"WOODSTUCK, ORGANIC DICED MANGOES"
"Funtastik, Inc.",798304149258,364.0,3.64,26.36,7.3,32.73,"COCO-ROONS, GOURMET DELIGHTS BROWNIE"
"Made In Nature, Inc.",720379501297,275.0,2.5,0.0,12.5,65.0,"MADE IN NATURE, DRIED & UNSULFURED BLACK MISSION FIGS"
"B&G Foods North America, Inc.",015665103508,536.0,3.57,28.57,0.0,64.29,CRUNCHY CORN STICKS
"Dpo, Inc.",662118134413,533.0,6.67,30.0,10.0,56.67,ORGANIC SEA SALT POPCORN CRUNCHY AND SALTY
"Dpo, Inc.",662118524412,500.0,3.33,26.67,10.0,66.67,"ORGANIC KETTLE CORN, SWEET & SALTY"
"LesserEvil, LLC",180999000509,393.0,14.29,12.5,10.7,71.43,"SOUTHERN BARBECUE, BAKED CRUNCHY BLACK BEAN CHIPS"
"Angie's Artisan Treats, LLC",892773000826,536.0,7.14,35.71,7.1,53.57,KETTLE CORN
"Angie's Artisan Treats, LLC",892773000857,500.0,3.57,28.57,7.1,64.29,POPCORN
"Masala Pop, LLC",850529004009,571.0,7.14,39.29,7.1,46.43,SAVORY MASALA POPCORN WITH PAPADUMS
"Inventure Foods, Inc.",708163950056,500.0,7.14,25.0,3.6,60.71,KETTLE COOKED POTATO CHIPS
"Inventure Foods, Inc.",708163972058,500.0,7.14,25.0,3.6,60.71,POTATO CHIPS
"The Hain Celestial Group, Inc.",728229014508,536.0,3.57,32.14,7.1,57.14,"SALTED, VEGETABLE CHIPS"
"The Hain Celestial Group, Inc.",015839005508,500.0,7.14,21.43,3.6,67.86,MINI YELLOW ROUNDS BITE-SIZE CORN TORTILLA CHIPS
"The Hain Celestial Group, Inc.",015839005959,500.0,7.14,25.0,10.7,64.29,BITE-SIZE CORN TORTILLA CHIPS
"The Hain Celestial Group, Inc.",015839009506,500.0,7.14,25.0,3.6,60.71,SWEET POTATO CORN TORTILLA CHIPS
"The Hain Celestial Group, Inc.",015839008820,500.0,7.14,25.0,10.7,64.29,CORN TORTILLA CHIPS
"The Hain Celestial Group, Inc.",015839008455,500.0,7.14,21.43,7.1,64.29,CORN TORTILLA CHIPS
"Live Better Brands, LLC",855564003000,464.0,7.14,25.0,10.7,53.57,MULTI-GRAIN TORTILLA CHIPS
R. W. Garcia Company,036593032029,500.0,7.14,21.43,7.1,67.86,"RW GARCIA, CLASSIC MIXTBAG YELLOW & BLUE CORN TORTILLA CHIPS"
"Hope Foods, LLC",856500004051,143.0,3.57,10.71,3.6,10.71,GREEN CHILE LIME
PETER RABBIT,815367010179,53.0,0.0,0.0,1.8,12.39,100% PURE FRUIT SNACK
"Seattle Gourmet Foods, Inc.",037041008832,512.0,2.33,37.21,7.0,53.49,MELTAWAY TRUFFLES
"Premier Organics, Inc.",870001006031,493.0,21.13,35.21,7.0,28.17,BLUE ALGAE NUT BUTTER
"Premier Organics, Inc.",870001006024,486.0,14.08,35.21,7.0,35.21,BERRY ANTIOXIDANT NUT BUTTER
Spruce Naturals LLC,015532101149,357.0,12.5,3.57,8.9,69.64,"ORGANIC WHOLE WHEAT GNOCCHI, ITALIAN MACARONI PRODUCT"
ALVARADO ST. BAKERY,028833060305,265.0,14.71,0.0,5.9,47.06,SPROUTED BARLEY BREAD
"Essential Foods, Inc.",732328100130,220.0,6.0,2.0,2.0,44.0,"THE ESSENTIAL BAKING COMPANY, PARISIAN BAGUETTE SEEDED"
"Udi's Healthy Foods, LLC",698997809227,300.0,5.0,6.0,3.0,59.0,CINNAMON ROLLS
Cooperative Regions of Organic Producer Pools,093966243109,321.0,28.57,21.43,0.0,3.57,ORGANIC MILD CHEDDAR CHEESE
Cooperative Regions of Organic Producer Pools,093966213409,393.0,25.0,32.14,0.0,3.57,COLBY CHEESE
"Essential Foods, Inc.",732328002021,144.0,5.29,2.2,4.0,25.99,BLACK BEAN
"Essential Foods, Inc.",732328004018,119.0,4.81,3.21,4.2,18.91,CUBAN BLACK BEAN BURRITO
XO BAKING CO.,856928004169,385.0,3.85,1.92,3.8,84.62,OATMEAL GOURMET MIX COOKIE
Angel's Recipes,858438002116,238.0,0.0,0.0,0.7,56.76,"ANGEL'S RECIPES, ALL PURPOSE FLOUR BLEND"
WOW BAKING COMPANY,854287005995,456.0,3.51,21.05,1.8,63.16,SNICKERDOODLE WHEAT & GLUTEN FREE COOKIES
Wehah Farm Inc,073416030015,356.0,6.67,3.33,6.7,82.22,ORGANIC ROASTED BROWN RICE COUSCOUS
Lotus Foods,708953502687,317.0,6.67,0.0,1.7,75.0,ORGANIC MEKONG FLOWER RICE
Lotus Foods,708953105109,400.0,8.33,0.0,3.3,88.33,CARNAROLI RICE
Sierra Nevada Cheese Co.,687652170024,357.0,7.14,35.71,0.0,7.14,"FARMHOUSE, CREAM CHEESE, GARLIC & HERBS"
Sierra Nevada Cheese Co.,687652170017,357.0,7.14,35.71,0.0,7.14,ORGANIC CREAM CHEESE
"Tan Industries, Inc.",664372600079,100.0,3.53,2.06,1.2,18.24,"WHOLESOY & CO., SOY YOGHURT, CHERRY"
"Annie Chun's, Inc.",765667300503,176.0,5.88,2.94,0.0,23.53,"ANNIE CHUN'S, ASIAN SAUCES"
Brittany Records,705105542157,70.0,3.96,4.41,0.0,4.85,"MAPLE HILL CREAMERY, CREAMLINE YOGURT"
Brittany Records,705105542553,93.0,3.96,4.41,0.0,10.57,"MAPLE HILL CREAMERY, CREAMLINE YOGURT, MAPLE"
ZOI,011384206520,100.0,7.06,0.0,0.0,17.65,GREEK NONFAT YOGURT
"Tofutown North America, LLC",878397003009,167.0,0.0,8.33,0.0,16.67,WHIPPED SOY TOPPING
"Turtle Island Foods, Inc.",025583002517,309.0,29.09,14.55,7.3,10.91,"TOFURKY, CHORIZO STYLE"
"Navitas, LLC",858847000895,286.0,7.14,0.0,10.7,60.71,GOLDEN BERRIES ANDEAN SUPERFRUIT
Made In Nature LLC,850747004126,393.0,17.86,25.0,3.6,42.86,KALE CHIPS
Made In Nature LLC,850747004096,439.0,17.86,25.0,10.7,39.29,KALE CHIPS
"The Hain Celestial Group, Inc.",035742242012,82.0,4.49,1.22,2.9,14.69,ORGANIC BLACK BEAN MOLE
Amy's Kitchen Inc.,042272005635,92.0,4.62,1.54,3.8,15.38,MADE WITH ORGANIC BLACK BEANS AND TOMATOES
Shelton Poultry Inc.,048481011016,89.0,7.29,1.82,2.8,10.93,MILD TURKEY CHILI WITH BEANS
ONE DEGREE ORGANIC FOODS,675625355011,300.0,6.67,3.33,3.3,66.67,VEGANIC SPROUTED BROWN RICE CACAO CRISPS
ONE DEGREE ORGANIC FOODS,675625351020,367.0,10.0,1.67,6.7,70.0,VEGANIC SPROUTED ANCIENT GRAIN O'S
Annona Company LLC,891048001797,429.0,14.29,14.29,11.9,61.9,"HOT & FIT CEREAL, EARNEST EATS, AMERICAN BLEND CRANBERRIES + ALMONDS + FLAX"
"Applegate Farms, LLC",025317540001,143.0,16.67,7.14,0.0,0.0,NATURAL UNCURED CHICKEN HOT DOG
"Applegate Farms, LLC",025317006958,203.0,15.25,11.86,0.0,5.08,BREAKFAST SAUSAGE
Acme Smoked Fish Corporation,023384143378,123.0,24.56,2.63,0.0,0.0,SMOKED WILD ALASKAN SOCKEYE SALMON
"Bee-Lor, Inc.",786791002101,214.0,25.0,12.5,0.0,0.0,SAUSAGE LINKS
"Ecofish, Inc.",812410000316,132.0,15.43,3.86,2.2,9.92,SALMON BURGERS
"Applegate Farms, LLC",025317656009,357.0,28.57,25.0,0.0,0.0,UNCURED GENOA SALAMI
"Applegate Farms, LLC",025317679008,91.0,20.0,0.91,0.0,0.0,SMOKED TURKEY BREAST
"Applegate Farms, LLC",025317872003,214.0,25.0,12.5,0.0,0.0,PROSCIUTTO
Forever Cheese,825325000968,364.0,4.29,10.71,8.2,57.14,HAND-DIPPED DARK CHOCOLATE FIGS
Cedars Co.,606476050558,264.0,10.71,3.57,7.1,53.57,"CEDARS COMPANY, WHEAT PITA BREAD"
Classic Cooking Inc.,704863017204,91.0,4.55,1.26,2.0,15.15,"GARDEN LITES, SOUTHWESTERN SOUFFLE"
Classic Cooking Inc.,704863017082,91.0,4.04,1.01,2.5,16.67,BUTTERNUT SQUASH BAKE
VEGA,838766006239,386.0,64.38,0.0,4.3,17.17,TROPICAL TANGO INSTANT POWDER DRINK MIX
ARTISAN BISTRO,851981001063,130.0,7.75,5.63,2.8,10.92,ALASKAN SALMON CAKE
"Food Collective, Inc.",851981001018,99.0,6.34,2.11,1.4,13.73,"ARTISAN BISTRO, WILD SALMON"
"LYFE Kitchen Retail, Inc.",840423100037,92.0,5.65,3.18,1.4,10.6,NINE GRAIN PILAF WITH SWEET CHILE BEEF & STEAMED VEGETABLES
"LUVO, Inc.",840423100044,127.0,2.47,5.3,2.1,18.73,"LUVO, WHOLE GRAIN PILAF"
"American Halal Company, Inc.",857063002034,109.0,6.09,3.21,1.3,14.42,LAMB VINDALOO WITH BASMATI RICE
